Time,Open,High,Low,Close
2025-01-02 11:00:00,2608.95,2613.5,2608.56,2612.17
2025-01-02 11:30:00,2612.17,2612.49,2609.2,2609.7
2025-01-02 12:00:00,2609.7,2610.3,2606.15,2606.22
2025-01-02 12:30:00,2606.22,2606.97,2604.9,2605.89
2025-01-02 13:00:00,2605.89,2607.49,2605.27,2606.06
2025-01-02 13:30:00,2606.06,2607.01,2603.51,2604.14
2025-01-02 14:00:00,2604.14,2605.81,2600.98,2601.86
2025-01-02 14:30:00,2601.86,2605.53,2601.11,2602.7
2025-01-02 15:00:00,2602.7,2604.44,2600.81,2601.5
2025-01-02 15:30:00,2601.5,2604.45,2601.21,2604.25
2025-01-02 16:00:00,2604.25,2604.84,2598.58,2599.16
2025-01-02 16:30:00,2599.16,2599.92,2598.03,2599.76
2025-01-02 17:00:00,2599.76,2600.38,2597.68,2598.74
2025-01-02 17:30:00,2598.74,2602.25,2597.91,2602.02
2025-01-02 18:00:00,2602.02,2602.36,2599.02,2599.95
2025-01-02 18:30:00,2599.95,2601.52,2599.56,2600.47
2025-01-02 19:00:00,2600.47,2601.29,2593.7,2595.28
2025-01-02 19:30:00,2595.28,2597.78,2594.01,2597.18
2025-01-02 20:00:00,2597.18,2599.67,2596.5,2598.35
2025-01-02 20:30:00,2598.35,2598.94,2596.61,2598.53
2025-01-02 21:00:00,2598.53,2600.94,2598.02,2599.45
2025-01-02 21:30:00,2599.45,2600.81,2592.98,2594.09
2025-01-02 22:00:00,2594.09,2595.89,2593.07,2594.15
2025-01-02 22:30:00,2594.15,2594.41,2592.3,2593.35
2025-01-02 23:00:00,2593.35,2594.66,2589.18,2590.84
2025-01-02 23:30:00,2590.84,2591.23,2589.76,2590.89
2025-01-03 00:00:00,2590.89,2592.17,2589.98,2590.45
2025-01-03 00:30:00,2590.45,2595.09,2590.03,2594.11
2025-01-03 01:00:00,2594.11,2595.29,2592.24,2593.1
2025-01-03 01:30:00,2593.1,2594.69,2590.93,2591.06
2025-01-03 02:00:00,2591.06,2592.41,2590.82,2592.28
2025-01-03 02:30:00,2592.28,2594.95,2592.27,2594.17
2025-01-03 03:00:00,2594.17,2595.2,2593.32,2593.98
2025-01-03 03:30:00,2593.98,2599.33,2593.42,2597.76
2025-01-03 04:00:00,2597.76,2598.38,2594.69,2595.27
2025-01-03 04:30:00,2595.27,2598.21,2593.9,2597.79
2025-01-03 05:00:00,2597.79,2600.83,2596.99,2599.47
2025-01-03 05:30:00,2599.47,2600.39,2598.62,2600.19
2025-01-03 06:00:00,2600.19,2601.77,2596.69,2597.68
2025-01-03 06:30:00,2597.68,2599.77,2597.1,2599.71
2025-01-03 07:00:00,2599.71,2600.73,2597.71,2598.89
2025-01-03 07:30:00,2598.89,2599.15,2592.57,2593.76
2025-01-03 08:00:00,2593.76,2596.84,2593.21,2596.46
2025-01-03 08:30:00,2596.46,2596.93,2593.73,2594.48
2025-01-03 09:00:00,2594.48,2600.31,2594.2,2599.82
2025-01-03 09:30:00,2599.82,2604.94,2599.47,2603.08
2025-01-03 10:00:00,2603.08,2604.41,2599.3,2599.76
2025-01-03 10:30:00,2599.76,2603.22,2599.5,2601.46
2025-01-03 11:00:00,2601.46,2605.78,2601.15,2604.4
2025-01-03 11:30:00,2604.4,2608.88,2603.26,2607.87
2025-01-03 12:00:00,2607.87,2608.58,2604.81,2605.68
2025-01-03 12:30:00,2605.68,2606.26,2604.55,2605.88
2025-01-03 13:00:00,2605.88,2607.39,2604.64,2605.94
2025-01-03 13:30:00,2605.94,2607.28,2602.44,2604.66
2025-01-03 14:00:00,2604.66,2604.93,2604.26,2604.84
2025-01-03 14:30:00,2604.84,2606.5,2602.48,2603.77
2025-01-03 15:00:00,2603.77,2604.66,2603.3,2603.43
2025-01-03 15:30:00,2603.43,2607.57,2602.59,2607.37
2025-01-03 16:00:00,2607.37,2608.42,2605.65,2605.66
2025-01-03 16:30:00,2605.66,2606.22,2602.32,2603.55
2025-01-03 17:00:00,2603.55,2605.33,2603.16,2603.64
2025-01-03 17:30:00,2603.64,2604.77,2600.54,2602.48
2025-01-03 18:00:00,2602.48,2607.06,2601.33,2606.54
2025-01-03 18:30:00,2606.54,2608.41,2604.96,2606.47
2025-01-03 19:00:00,2606.47,2608.31,2604.99,2607.33
2025-01-03 19:30:00,2607.33,2611.22,2606.11,2610.66
2025-01-03 20:00:00,2610.66,2611.97,2607.82,2608.52
2025-01-03 20:30:00,2608.52,2610.08,2606.95,2608.19
2025-01-03 21:00:00,2608.19,2611.82,2607.93,2611.16
2025-01-03 21:30:00,2611.16,2612.01,2605.77,2606.77
2025-01-03 22:00:00,2606.77,2608.3,2606.31,2607.17
2025-01-03 22:30:00,2607.17,2607.74,2603.22,2604.15
2025-01-03 23:00:00,2604.15,2605.41,2602.61,2603.34
2025-01-03 23:30:00,2603.34,2610.19,2603.11,2609.14
2025-01-04 00:00:00,2609.14,2611.33,2609.01,2610.08
2025-01-04 00:30:00,2610.08,2610.1,2606.3,2607.01
2025-01-04 01:00:00,2607.01,2607.54,2602.85,2603.49
2025-01-04 01:30:00,2603.49,2605.37,2602.17,2604.24
2025-01-04 02:00:00,2604.24,2610.41,2603.52,2608.82
2025-01-04 02:30:00,2608.82,2609.87,2606.34,2608.05
2025-01-04 03:00:00,2608.05,2609.24,2602.31,2603.03
2025-01-04 03:30:00,2603.03,2603.85,2599.89,2601.65
2025-01-04 04:00:00,2601.65,2605.69,2600.99,2604.96
2025-01-04 04:30:00,2604.96,2605.65,2602.73,2604.53
2025-01-04 05:00:00,2604.53,2604.71,2603.19,2604.35
2025-01-04 05:30:00,2604.35,2604.37,2599.32,2601.46
2025-01-04 06:00:00,2601.46,2603.48,2597.58,2598.7
2025-01-04 06:30:00,2598.7,2600.12,2597.62,2599.55
2025-01-04 07:00:00,2599.55,2603.4,2598.72,2601.35
2025-01-04 07:30:00,2601.35,2602.89,2600.25,2602.3
2025-01-04 08:00:00,2602.3,2602.93,2599.35,2599.73
2025-01-04 08:30:00,2599.73,2603.44,2598.57,2600.38
2025-01-04 09:00:00,2600.38,2605.03,2599.79,2604.68
2025-01-04 09:30:00,2604.68,2606.96,2604.17,2606.33
2025-01-04 10:00:00,2606.33,2607.1,2605.68,2606.29
2025-01-04 10:30:00,2606.29,2612.08,2605.04,2611.65
2025-01-04 11:00:00,2611.65,2617.38,2610.28,2615.59
2025-01-04 11:30:00,2615.59,2620.8,2614.52,2619.4
2025-01-04 12:00:00,2619.4,2620.7,2618.36,2618.93
2025-01-04 12:30:00,2618.93,2619.04,2616.75,2617.39
2025-01-04 13:00:00,2617.39,2617.83,2614.94,2616.0
2025-01-04 13:30:00,2616.0,2616.43,2611.73,2611.75
2025-01-04 14:00:00,2611.75,2612.61,2610.12,2610.22
2025-01-04 14:30:00,2610.22,2613.07,2609.23,2611.78
2025-01-04 15:00:00,2611.78,2613.85,2604.72,2607.05
2025-01-04 15:30:00,2607.05,2607.48,2603.4,2603.59
2025-01-04 16:00:00,2603.59,2605.22,2598.98,2599.98
2025-01-04 16:30:00,2599.98,2603.53,2599.72,2602.2
2025-01-04 17:00:00,2602.2,2604.52,2601.06,2603.9
2025-01-04 17:30:00,2603.9,2605.2,2602.52,2603.26
2025-01-04 18:00:00,2603.26,2605.96,2602.29,2605.33
2025-01-04 18:30:00,2605.33,2605.63,2602.86,2603.29
2025-01-04 19:00:00,2603.29,2605.23,2601.35,2603.27
2025-01-04 19:30:00,2603.27,2603.66,2599.14,2600.61
2025-01-04 20:00:00,2600.61,2602.67,2600.13,2602.34
2025-01-04 20:30:00,2602.34,2603.59,2597.91,2599.71
2025-01-04 21:00:00,2599.71,2599.97,2596.76,2598.22
2025-01-04 21:30:00,2598.22,2598.9,2596.01,2597.13
2025-01-04 22:00:00,2597.13,2598.09,2592.05,2593.64
2025-01-04 22:30:00,2593.64,2593.75,2588.77,2590.6
2025-01-04 23:00:00,2590.6,2596.02,2589.6,2595.2
2025-01-04 23:30:00,2595.2,2597.18,2593.04,2594.58
2025-01-05 00:00:00,2594.58,2595.82,2593.11,2593.84
2025-01-05 00:30:00,2593.84,2598.22,2592.83,2595.87
2025-01-05 01:00:00,2595.87,2596.75,2592.71,2592.92
2025-01-05 01:30:00,2592.92,2594.21,2591.81,2593.06
2025-01-05 02:00:00,2593.06,2593.3,2591.98,2592.79
2025-01-05 02:30:00,2592.79,2595.58,2592.38,2593.5
2025-01-05 03:00:00,2593.5,2595.27,2589.22,2590.24
2025-01-05 03:30:00,2590.24,2591.17,2586.73,2588.16
2025-01-05 04:00:00,2588.16,2589.49,2584.81,2585.25
2025-01-05 04:30:00,2585.25,2586.84,2582.04,2583.04
2025-01-05 05:00:00,2583.04,2584.37,2581.92,2582.46
2025-01-05 05:30:00,2582.46,2584.4,2581.83,2584.25
2025-01-05 06:00:00,2584.25,2589.66,2583.07,2589.49
2025-01-05 06:30:00,2589.49,2594.0,2587.58,2592.61
2025-01-05 07:00:00,2592.61,2594.64,2592.53,2593.29
2025-01-05 07:30:00,2593.29,2595.07,2592.93,2593.58
2025-01-05 08:00:00,2593.58,2597.03,2592.37,2595.52
2025-01-05 08:30:00,2595.52,2597.86,2594.77,2596.93
2025-01-05 09:00:00,2596.93,2600.28,2595.24,2600.24
2025-01-05 09:30:00,2600.24,2601.49,2599.89,2600.23
2025-01-05 10:00:00,2600.23,2600.5,2596.69,2596.9
2025-01-05 10:30:00,2596.9,2600.83,2596.83,2599.71
2025-01-05 11:00:00,2599.71,2600.51,2597.47,2597.71
2025-01-05 11:30:00,2597.71,2598.78,2596.3,2597.52
2025-01-05 12:00:00,2597.52,2598.84,2595.76,2596.24
2025-01-05 12:30:00,2596.24,2598.42,2594.05,2596.98
2025-01-05 13:00:00,2596.98,2599.11,2591.8,2593.85
2025-01-05 13:30:00,2593.85,2595.2,2591.97,2592.33
2025-01-05 14:00:00,2592.33,2597.1,2591.19,2595.98
2025-01-05 14:30:00,2595.98,2600.32,2595.01,2598.6
2025-01-05 15:00:00,2598.6,2599.5,2597.37,2598.91
2025-01-05 15:30:00,2598.91,2600.51,2595.81,2597.88
2025-01-05 16:00:00,2597.88,2599.07,2594.35,2595.23
2025-01-05 16:30:00,2595.23,2596.61,2594.75,2595.67
2025-01-05 17:00:00,2595.67,2596.31,2593.31,2594.42
2025-01-05 17:30:00,2594.42,2595.91,2593.25,2595.8
2025-01-05 18:00:00,2595.8,2596.49,2594.12,2596.48
2025-01-05 18:30:00,2596.48,2597.49,2595.66,2595.8
2025-01-05 19:00:00,2595.8,2596.38,2593.13,2594.02
2025-01-05 19:30:00,2594.02,2595.08,2587.92,2588.37
2025-01-05 20:00:00,2588.37,2593.36,2587.09,2591.22
2025-01-05 20:30:00,2591.22,2592.72,2590.66,2591.73
2025-01-05 21:00:00,2591.73,2593.78,2587.12,2587.55
2025-01-05 21:30:00,2587.55,2591.98,2585.78,2591.1
2025-01-05 22:00:00,2591.1,2594.15,2590.74,2593.93
2025-01-05 22:30:00,2593.93,2595.2,2591.49,2592.12
2025-01-05 23:00:00,2592.12,2592.74,2590.53,2590.7
2025-01-05 23:30:00,2590.7,2591.1,2587.71,2589.29
2025-01-06 00:00:00,2589.29,2589.59,2588.16,2588.2
2025-01-06 00:30:00,2588.2,2589.39,2582.96,2585.01
2025-01-06 01:00:00,2585.01,2594.08,2583.26,2593.24
2025-01-06 01:30:00,2593.24,2595.1,2592.09,2592.43
2025-01-06 02:00:00,2592.43,2594.07,2586.66,2586.89
2025-01-06 02:30:00,2586.89,2588.5,2584.49,2585.25
2025-01-06 03:00:00,2585.25,2589.57,2584.43,2587.44
2025-01-06 03:30:00,2587.44,2592.36,2586.4,2591.16
2025-01-06 04:00:00,2591.16,2591.68,2588.81,2590.48
2025-01-06 04:30:00,2590.48,2591.31,2589.61,2590.43
2025-01-06 05:00:00,2590.43,2590.44,2589.48,2590.21
2025-01-06 05:30:00,2590.21,2590.39,2587.03,2588.42
2025-01-06 06:00:00,2588.42,2591.63,2587.24,2590.41
2025-01-06 06:30:00,2590.41,2595.67,2589.99,2593.01
2025-01-06 07:00:00,2593.01,2593.97,2591.03,2592.33
2025-01-06 07:30:00,2592.33,2594.53,2591.12,2594.42
2025-01-06 08:00:00,2594.42,2596.11,2592.93,2593.22
2025-01-06 08:30:00,2593.22,2597.94,2591.69,2596.01
2025-01-06 09:00:00,2596.01,2598.14,2595.22,2597.36
2025-01-06 09:30:00,2597.36,2600.02,2596.06,2598.86
2025-01-06 10:00:00,2598.86,2601.52,2598.63,2600.49
2025-01-06 10:30:00,2600.49,2605.26,2600.07,2603.76
2025-01-06 11:00:00,2603.76,2606.39,2602.54,2605.71
2025-01-06 11:30:00,2605.71,2606.0,2605.25,2605.7
2025-01-06 12:00:00,2605.7,2608.56,2604.34,2608.36
2025-01-06 12:30:00,2608.36,2609.65,2607.88,2608.25
2025-01-06 13:00:00,2608.25,2613.49,2607.49,2612.6
2025-01-06 13:30:00,2612.6,2613.83,2611.93,2613.59
2025-01-06 14:00:00,2613.59,2614.62,2612.3,2613.3
2025-01-06 14:30:00,2613.3,2614.24,2611.36,2613.58
2025-01-06 15:00:00,2613.58,2615.31,2612.15,2612.99
2025-01-06 15:30:00,2612.99,2614.71,2610.78,2614.21
2025-01-06 16:00:00,2614.21,2615.17,2613.49,2613.75
2025-01-06 16:30:00,2613.75,2618.73,2613.74,2617.27
2025-01-06 17:00:00,2617.27,2619.79,2616.45,2619.74
2025-01-06 17:30:00,2619.74,2625.47,2619.49,2624.78
2025-01-06 18:00:00,2624.78,2626.6,2623.71,2626.12
2025-01-06 18:30:00,2626.12,2627.65,2626.1,2627.26
2025-01-06 19:00:00,2627.26,2632.63,2627.22,2632.58
2025-01-06 19:30:00,2632.58,2634.41,2632.3,2634.21
2025-01-06 20:00:00,2634.21,2637.66,2632.36,2637.26
2025-01-06 20:30:00,2637.26,2637.53,2636.06,2636.08
2025-01-06 21:00:00,2636.08,2638.14,2632.41,2633.1
2025-01-06 21:30:00,2633.1,2634.29,2632.5,2633.76
2025-01-06 22:00:00,2633.76,2634.05,2628.29,2629.46
2025-01-06 22:30:00,2629.46,2630.21,2628.5,2629.42
2025-01-06 23:00:00,2629.42,2629.68,2622.21,2623.58
2025-01-06 23:30:00,2623.58,2625.6,2621.67,2621.79
2025-01-07 00:00:00,2621.79,2623.09,2620.8,2621.84
2025-01-07 00:30:00,2621.84,2626.18,2620.88,2624.77
2025-01-07 01:00:00,2624.77,2625.01,2621.41,2621.95
2025-01-07 01:30:00,2621.95,2622.96,2621.53,2622.43
2025-01-07 02:00:00,2622.43,2622.9,2618.25,2620.18
2025-01-07 02:30:00,2620.18,2621.47,2619.55,2619.58
2025-01-07 03:00:00,2619.58,2620.6,2614.94,2616.01
2025-01-07 03:30:00,2616.01,2617.29,2615.05,2616.95
2025-01-07 04:00:00,2616.95,2618.36,2616.42,2618.02
2025-01-07 04:30:00,2618.02,2619.99,2614.72,2615.95
2025-01-07 05:00:00,2615.95,2617.11,2614.79,2616.15
2025-01-07 05:30:00,2616.15,2618.78,2614.1,2617.68
2025-01-07 06:00:00,2617.68,2618.6,2615.5,2616.67
2025-01-07 06:30:00,2616.67,2620.02,2615.42,2618.71
2025-01-07 07:00:00,2618.71,2621.96,2617.24,2620.84
2025-01-07 07:30:00,2620.84,2622.46,2618.8,2620.9
2025-01-07 08:00:00,2620.9,2621.84,2613.15,2615.01
2025-01-07 08:30:00,2615.01,2615.6,2614.62,2614.99
2025-01-07 09:00:00,2614.99,2616.48,2612.78,2613.21
2025-01-07 09:30:00,2613.21,2613.73,2612.0,2613.08
2025-01-07 10:00:00,2613.08,2614.09,2611.86,2613.82
2025-01-07 10:30:00,2613.82,2615.53,2609.7,2611.48
2025-01-07 11:00:00,2611.48,2612.47,2605.96,2606.52
2025-01-07 11:30:00,2606.52,2609.18,2605.69,2608.08
2025-01-07 12:00:00,2608.08,2612.1,2607.84,2611.03
2025-01-07 12:30:00,2611.03,2611.95,2610.64,2611.25
2025-01-07 13:00:00,2611.25,2612.44,2611.01,2611.86
2025-01-07 13:30:00,2611.86,2612.41,2610.05,2611.14
2025-01-07 14:00:00,2611.14,2612.95,2610.55,2612.48
2025-01-07 14:30:00,2612.48,2614.68,2612.29,2613.96
2025-01-07 15:00:00,2613.96,2614.67,2609.91,2610.18
2025-01-07 15:30:00,2610.18,2611.92,2608.83,2609.33
2025-01-07 16:00:00,2609.33,2610.56,2607.99,2608.86
2025-01-07 16:30:00,2608.86,2612.84,2606.75,2611.05
2025-01-07 17:00:00,2611.05,2618.02,2610.63,2616.82
2025-01-07 17:30:00,2616.82,2617.09,2614.93,2616.05
2025-01-07 18:00:00,2616.05,2617.43,2612.91,2613.54
2025-01-07 18:30:00,2613.54,2615.14,2612.86,2615.05
2025-01-07 19:00:00,2615.05,2621.51,2613.92,2620.36
2025-01-07 19:30:00,2620.36,2624.48,2619.31,2623.11
2025-01-07 20:00:00,2623.11,2624.56,2620.04,2620.76
2025-01-07 20:30:00,2620.76,2625.61,2620.49,2623.43
2025-01-07 21:00:00,2623.43,2626.05,2622.5,2625.65
2025-01-07 21:30:00,2625.65,2626.3,2623.28,2624.33
2025-01-07 22:00:00,2624.33,2624.85,2623.67,2624.17
2025-01-07 22:30:00,2624.17,2625.97,2621.28,2621.54
2025-01-07 23:00:00,2621.54,2622.51,2620.76,2621.18
2025-01-07 23:30:00,2621.18,2625.34,2620.32,2623.32
2025-01-08 00:00:00,2623.32,2625.96,2622.3,2624.81
2025-01-08 00:30:00,2624.81,2624.95,2619.5,2620.37
2025-01-08 01:00:00,2620.37,2623.89,2619.88,2623.84
2025-01-08 01:30:00,2623.84,2625.54,2623.54,2625.03
2025-01-08 02:00:00,2625.03,2628.39,2623.85,2626.52
2025-01-08 02:30:00,2626.52,2627.86,2625.99,2627.0
2025-01-08 03:00:00,2627.0,2628.07,2625.01,2625.07
2025-01-08 03:30:00,2625.07,2626.64,2624.13,2626.22
2025-01-08 04:00:00,2626.22,2627.04,2620.71,2622.76
2025-01-08 04:30:00,2622.76,2627.11,2621.36,2625.48
2025-01-08 05:00:00,2625.48,2626.27,2617.01,2618.43
2025-01-08 05:30:00,2618.43,2626.68,2617.5,2624.36
2025-01-08 06:00:00,2624.36,2625.53,2621.57,2622.74
2025-01-08 06:30:00,2622.74,2623.26,2620.89,2621.31
2025-01-08 07:00:00,2621.31,2621.92,2618.29,2618.47
2025-01-08 07:30:00,2618.47,2620.65,2617.51,2618.39
2025-01-08 08:00:00,2618.39,2621.51,2617.88,2621.49
2025-01-08 08:30:00,2621.49,2622.92,2619.84,2620.24
2025-01-08 09:00:00,2620.24,2624.13,2618.6,2622.72
2025-01-08 09:30:00,2622.72,2624.2,2621.2,2623.27
2025-01-08 10:00:00,2623.27,2628.14,2622.67,2626.58
2025-01-08 10:30:00,2626.58,2628.19,2624.99,2626.9
2025-01-08 11:00:00,2626.9,2630.18,2626.12,2629.52
2025-01-08 11:30:00,2629.52,2630.44,2622.03,2623.39
2025-01-08 12:00:00,2623.39,2625.04,2622.49,2624.24
2025-01-08 12:30:00,2624.24,2625.23,2620.8,2621.72
2025-01-08 13:00:00,2621.72,2623.32,2619.94,2620.23
2025-01-08 13:30:00,2620.23,2622.44,2619.7,2621.06
2025-01-08 14:00:00,2621.06,2626.1,2619.99,2625.31
2025-01-08 14:30:00,2625.31,2625.74,2623.52,2624.55
2025-01-08 15:00:00,2624.55,2625.58,2623.43,2624.31
2025-01-08 15:30:00,2624.31,2626.66,2623.24,2625.37
2025-01-08 16:00:00,2625.37,2626.35,2622.32,2623.62
2025-01-08 16:30:00,2623.62,2628.26,2623.03,2627.2
2025-01-08 17:00:00,2627.2,2628.96,2623.84,2624.47
2025-01-08 17:30:00,2624.47,2627.18,2622.58,2626.91
2025-01-08 18:00:00,2626.91,2628.72,2620.08,2620.38
2025-01-08 18:30:00,2620.38,2621.79,2620.05,2620.24
2025-01-08 19:00:00,2620.24,2621.36,2618.63,2620.01
2025-01-08 19:30:00,2620.01,2621.39,2614.46,2616.12
2025-01-08 20:00:00,2616.12,2619.75,2614.94,2619.24
2025-01-08 20:30:00,2619.24,2622.27,2618.14,2621.63
2025-01-08 21:00:00,2621.63,2622.09,2616.79,2618.31
2025-01-08 21:30:00,2618.31,2626.86,2617.24,2625.55
2025-01-08 22:00:00,2625.55,2629.43,2624.37,2628.13
2025-01-08 22:30:00,2628.13,2628.79,2625.9,2626.95
2025-01-08 23:00:00,2626.95,2627.29,2626.79,2626.91
2025-01-08 23:30:00,2626.91,2633.23,2626.57,2632.97
2025-01-09 00:00:00,2632.97,2635.35,2631.68,2633.83
2025-01-09 00:30:00,2633.83,2635.37,2630.8,2631.79
2025-01-09 01:00:00,2631.79,2633.08,2630.9,2631.63
2025-01-09 01:30:00,2631.63,2634.59,2630.06,2632.32
2025-01-09 02:00:00,2632.32,2633.05,2630.86,2632.87
2025-01-09 02:30:00,2632.87,2634.56,2632.34,2634.05
2025-01-09 03:00:00,2634.05,2640.96,2633.45,2640.61
2025-01-09 03:30:00,2640.61,2642.24,2633.96,2636.26
2025-01-09 04:00:00,2636.26,2637.0,2633.48,2634.33
2025-01-09 04:30:00,2634.33,2637.88,2633.34,2637.38
2025-01-09 05:00:00,2637.38,2638.8,2635.71,2638.37
2025-01-09 05:30:00,2638.37,2639.55,2636.75,2639.3
2025-01-09 06:00:00,2639.3,2644.38,2638.42,2642.19
2025-01-09 06:30:00,2642.19,2646.26,2641.4,2644.94
2025-01-09 07:00:00,2644.94,2650.91,2643.84,2650.61
2025-01-09 07:30:00,2650.61,2650.93,2646.84,2648.31
2025-01-09 08:00:00,2648.31,2652.14,2648.22,2649.88
2025-01-09 08:30:00,2649.88,2652.4,2649.25,2652.12
2025-01-09 09:00:00,2652.12,2653.67,2650.34,2651.76
2025-01-09 09:30:00,2651.76,2653.1,2648.55,2649.76
2025-01-09 10:00:00,2649.76,2650.19,2647.72,2648.08
2025-01-09 10:30:00,2648.08,2653.31,2647.5,2652.85
2025-01-09 11:00:00,2652.85,2653.73,2647.42,2647.81
2025-01-09 11:30:00,2647.81,2649.26,2644.98,2646.33
2025-01-09 12:00:00,2646.33,2646.69,2644.4,2645.44
2025-01-09 12:30:00,2645.44,2646.52,2638.41,2639.13
2025-01-09 13:00:00,2639.13,2640.98,2636.73,2637.36
2025-01-09 13:30:00,2637.36,2640.31,2635.52,2638.66
2025-01-09 14:00:00,2638.66,2640.74,2637.57,2638.83
2025-01-09 14:30:00,2638.83,2640.17,2637.48,2638.31
2025-01-09 15:00:00,2638.31,2640.69,2636.7,2639.73
2025-01-09 15:30:00,2639.73,2640.21,2638.39,2640.18
2025-01-09 16:00:00,2640.18,2641.82,2637.57,2639.69
2025-01-09 16:30:00,2639.69,2640.84,2637.91,2638.68
2025-01-09 17:00:00,2638.68,2639.52,2636.22,2637.15
2025-01-09 17:30:00,2637.15,2637.37,2630.5,2632.0
2025-01-09 18:00:00,2632.0,2632.39,2629.88,2631.35
2025-01-09 18:30:00,2631.35,2632.75,2628.07,2628.87
2025-01-09 19:00:00,2628.87,2630.12,2627.38,2629.27
